customer_id,monthly_spend_delta_pct,salary_credit_variance,emi_to_income_ratio_new,merchant_category_shift_score,peer_transfer_anomaly_score,utility_bill_location_change,sip_initiation_flag,balance_floor_volatility,life_event_label
CUST_01427,42.6658,0.1526,0.3873,0.651,0.2308,0,0,0.468,medical_event
CUST_01428,18.5608,-0.0103,0.3572,0.433,0.0226,0,0,0.3665,new_child
CUST_01429,22.4402,-0.0275,0.5019,0.4469,0.2894,0,0,0.3524,vehicle_purchase
CUST_01430,34.615,-0.0086,0.1655,0.5621,0.5103,1,0,0.0577,relocation
CUST_01431,21.693,0.0415,0.1326,0.5148,0.5021,0,1,0.1996,digital_shift
CUST_01432,66.6932,0.6171,0.2118,0.2437,0.0387,0,1,0.2976,windfall_bonus
CUST_01433,0.3859,-0.0877,0.0462,0.28,0.0333,0,0,0.0979,retirement_approach
CUST_01434,19.8336,0.5763,0.0695,0.6254,0.53,0,0,0.1982,job_change
CUST_01435,21.0863,0.0695,0.1968,0.6759,0.6014,1,0,0.059,relocation
CUST_01436,45.7961,0.6103,0.2281,0.137,0.1408,0,1,0.2426,windfall_bonus
CUST_01437,27.7796,0.1758,0.1677,0.6221,0.3177,0,0,0.0783,travel_pattern
CUST_01438,40.8853,0.4013,0.2432,0.2268,0.1798,0,1,0.2139,salary_hike
CUST_01439,21.1408,0.0184,0.2096,0.5883,0.0168,0,0,0.462,medical_event
CUST_01440,71.3499,0.704,0.024,0.1199,0.1786,0,1,0.1106,windfall_bonus
CUST_01441,21.6721,0.0174,0.0741,0.4571,0.4024,0,1,0.0926,digital_shift
CUST_01442,-8.6946,0.0522,0.2267,0.0666,0.1646,0,1,0.0728,retirement_approach
CUST_01443,8.3665,-0.102,0.228,0.1896,0.2493,0,1,0.1758,retirement_approach
CUST_01444,5.5844,0.0502,0.3551,0.0036,0.2909,0,0,0.4378,education_loan
CUST_01445,46.6072,0.0343,0.1855,0.4836,0.0999,0,0,0.4705,medical_event
CUST_01446,47.4797,0.0612,0.2329,0.6658,0.0651,0,0,0.4588,new_child
CUST_01447,57.0862,0.6122,0.0669,0.1754,0.2275,0,1,0.1225,windfall_bonus
CUST_01448,39.922,0.6732,0.2255,0.2563,0.0311,0,1,0.1594,windfall_bonus
CUST_01449,67.36,0.6948,0.119,0.2928,0.1839,0,1,0.2052,windfall_bonus
CUST_01450,18.3398,-0.0415,0.3784,0.3337,0.044,0,0,0.3531,vehicle_purchase
CUST_01451,23.502,0.0285,0.4648,0.4917,0.142,0,0,0.4123,vehicle_purchase
CUST_01452,22.1862,0.018,0.0146,0.762,0.3894,1,0,0.1824,relocation
CUST_01453,29.6274,0.4308,0.0175,0.0683,0.1662,0,1,0.2219,salary_hike
CUST_01454,32.8411,0.6921,0.1492,0.0778,0.1161,0,1,0.2163,windfall_bonus
CUST_01455,32.3679,-0.0305,0.0734,0.6454,0.3331,1,0,0.1853,travel_pattern
CUST_01456,14.8629,0.0146,0.2295,0.6051,0.2819,1,0,0.1987,relocation
CUST_01457,42.8651,0.0497,0.3887,0.5224,0.153,0,0,0.6084,medical_event
CUST_01458,23.7606,0.1443,0.2717,0.5153,0.0622,0,0,0.5491,medical_event
CUST_01459,31.8522,-0.1251,0.2087,0.7681,0.4276,1,0,0.1758,relocation
CUST_01460,56.7835,0.5761,0.2074,0.1958,0.0845,0,0,0.1647,windfall_bonus
CUST_01461,48.2646,0.0354,0.3447,0.6688,0.0562,0,0,0.328,medical_event
CUST_01462,19.5797,-0.1247,0.1452,0.4617,0.0891,0,0,0.3841,new_child
CUST_01463,19.9689,0.1644,0.0468,0.8399,0.3719,1,0,0.0652,relocation
CUST_01464,23.0763,0.0274,0.4913,0.3915,0.2894,0,0,0.5195,vehicle_purchase
CUST_01465,-7.7076,-0.007,0.2316,0.0127,0.0804,0,1,0.0813,retirement_approach
CUST_01466,19.4391,0.0523,0.1597,0.5784,0.4766,1,0,0.0685,relocation
CUST_01467,18.423,-0.0622,0.0592,0.5965,0.5678,1,0,0.1622,relocation
CUST_01468,35.5515,0.6397,0.0802,0.239,0.1384,0,1,0.1585,salary_hike
CUST_01469,22.9665,0.1242,0.0132,0.5978,0.6877,0,1,0.1032,digital_shift
CUST_01470,33.0047,0.0093,0.3327,0.8148,0.4075,0,0,0.0735,marriage
CUST_01471,51.4507,0.7466,0.2022,0.0445,0.231,0,1,0.1394,windfall_bonus
CUST_01472,59.4597,0.0417,0.2477,0.7702,0.5187,0,0,0.1689,marriage
CUST_01473,41.5843,-0.0098,0.3424,0.8077,0.4744,0,0,0.157,marriage
CUST_01474,57.4491,0.0751,0.4417,0.6241,0.4104,0,0,0.1265,marriage
CUST_01475,17.1026,0.097,0.0776,0.6309,0.4907,0,1,0.1402,digital_shift
CUST_01476,23.0997,0.0896,0.0149,0.7246,0.4613,1,0,0.1876,relocation
CUST_01477,29.7317,0.1059,0.4025,0.6114,0.0128,0,0,0.5467,medical_event
CUST_01478,43.815,-0.0079,0.1821,0.6836,0.4333,0,0,0.1564,travel_pattern
CUST_01479,46.6275,0.6126,0.2105,0.0039,0.1819,0,0,0.2763,salary_hike
CUST_01480,40.8851,0.2601,0.2324,0.7585,0.2529,0,0,0.1928,job_change
CUST_01481,-6.1014,-0.0043,0.4868,0.1069,0.1842,0,0,0.4774,education_loan
CUST_01482,41.8107,0.8479,0.009,0.1571,0.006,0,0,0.1864,windfall_bonus
CUST_01483,13.5301,-0.0743,0.0827,0.4329,0.3936,0,1,0.0642,digital_shift
CUST_01484,26.2281,0.4243,0.2305,0.6104,0.5345,0,0,0.1192,job_change
CUST_01485,17.1622,-0.1288,0.361,0.6371,0.1354,0,0,0.4278,medical_event
CUST_01486,43.72,0.0771,0.3521,0.7722,0.5954,0,0,0.1536,marriage
CUST_01487,24.3564,0.1488,0.2681,0.7077,0.0293,0,0,0.4738,medical_event
CUST_01488,29.4156,0.4049,0.0806,0.6694,0.4281,0,0,0.0602,job_change
CUST_01489,24.9959,0.1297,0.2294,0.7728,0.3169,1,0,0.0994,relocation
CUST_01490,23.6904,0.6098,0.0491,0.1072,0.0276,0,0,0.277,salary_hike
CUST_01491,-0.7522,0.1132,0.4364,0.2898,0.2117,0,0,0.3319,education_loan
CUST_01492,22.4467,0.6789,0.2479,0.2978,0.1556,0,0,0.2763,salary_hike
CUST_01493,14.6408,0.069,0.0864,0.5929,0.4867,1,0,0.195,relocation
CUST_01494,34.1346,-0.1764,0.38,0.4534,0.2487,0,0,0.4891,new_child
CUST_01495,20.9499,-0.0184,0.1775,0.6863,0.1949,0,0,0.4377,new_child
CUST_01496,20.4283,0.0344,0.1461,0.7125,0.4477,1,0,0.1115,relocation
CUST_01497,32.3229,0.5673,0.0764,0.2679,0.0327,0,1,0.2664,salary_hike
CUST_01498,15.1834,0.4701,0.1792,0.6751,0.4953,0,0,0.1779,job_change
CUST_01499,7.1702,0.0505,0.0057,0.1026,0.1395,0,1,0.048,retirement_approach
CUST_01500,-5.711,0.0448,0.2424,0.0832,0.2939,0,1,0.1173,retirement_approach
CUST_01501,7.0134,0.041,0.4123,0.0487,0.1629,0,0,0.456,education_loan
CUST_01502,49.2915,0.1599,0.3692,0.7462,0.4085,0,0,0.0844,marriage
CUST_01503,23.2479,0.0389,0.3286,0.5965,0.2341,0,0,0.2943,new_child
CUST_01504,20.9787,0.1597,0.5048,0.4307,0.2166,0,0,0.1633,vehicle_purchase
CUST_01505,-10.1521,-0.0602,0.0139,0.2857,0.2635,0,1,0.1806,retirement_approach
CUST_01506,34.8582,-0.0069,0.2873,0.5554,0.1798,0,0,0.4408,new_child
CUST_01507,42.5453,-0.0597,0.0316,0.6594,0.202,0,0,0.1347,travel_pattern
CUST_01508,71.885,0.5115,0.0068,0.1584,0.0367,0,1,0.1243,windfall_bonus
CUST_01509,36.8649,0.0313,0.0201,0.6591,0.3939,1,0,0.053,travel_pattern
CUST_01510,15.3681,-0.0962,0.4883,0.5014,0.0981,0,0,0.2146,vehicle_purchase
CUST_01511,9.7966,-0.0411,0.0588,0.292,0.0139,0,1,0.2156,retirement_approach
CUST_01512,-8.5444,0.0834,0.4208,0.2848,0.2353,0,0,0.2592,education_loan
CUST_01513,50.6774,0.8898,0.0805,0.1083,0.1865,0,0,0.2031,windfall_bonus
CUST_01514,31.4312,0.1228,0.1081,0.6169,0.549,1,0,0.0622,relocation
CUST_01515,29.1349,0.0119,0.1488,0.432,0.1256,0,0,0.2816,new_child
CUST_01516,-5.0705,-0.0721,0.3049,0.2005,0.0102,0,0,0.4604,education_loan
CUST_01517,30.3766,0.1407,0.2094,0.5387,0.4323,0,0,0.1313,marriage
CUST_01518,20.9674,0.3265,0.1899,0.5025,0.5752,0,0,0.1414,job_change
CUST_01519,20.7056,-0.0536,0.3408,0.6629,0.2559,0,0,0.3164,new_child
CUST_01520,44.0979,0.3822,0.0196,0.0333,0.1942,0,1,0.1238,salary_hike
CUST_01521,43.9825,0.7452,0.0258,0.0962,0.0566,0,0,0.2977,windfall_bonus
CUST_01522,23.097,0.0163,0.3731,0.7313,0.2444,0,0,0.3939,medical_event
CUST_01523,30.2414,-0.1257,0.3183,0.5976,0.2365,0,0,0.4051,new_child
CUST_01524,42.2648,-0.158,0.3263,0.6634,0.078,0,0,0.2925,new_child
CUST_01525,47.0214,0.0816,0.3857,0.7044,0.4222,0,0,0.1018,marriage
CUST_01526,40.3989,0.0416,0.3925,0.7418,0.5817,0,0,0.1136,marriage
CUST_01527,23.7844,-0.1018,0.2038,0.5031,0.2588,0,0,0.4236,new_child
CUST_01528,24.9438,0.4595,0.1862,0.4554,0.481,0,0,0.1056,job_change
CUST_01529,59.462,-0.1846,0.5063,0.5534,0.5549,0,0,0.1871,marriage
CUST_01530,9.6317,0.0217,0.536,0.1484,0.2145,0,0,0.3108,education_loan
CUST_01531,33.1178,-0.2124,0.2034,0.5204,0.053,0,0,0.5267,medical_event
CUST_01532,30.3419,0.0154,0.2497,0.4971,0.0009,0,0,0.5877,medical_event
CUST_01533,38.917,-0.0505,0.3849,0.5214,0.0122,0,0,0.3934,medical_event
CUST_01534,20.0057,0.2385,0.0099,0.5065,0.4483,0,0,0.0911,job_change
CUST_01535,6.6238,-0.0214,0.1229,0.7138,0.3898,0,1,0.0597,digital_shift
CUST_01536,5.4622,-0.0034,0.0148,0.1762,0.1429,0,1,0.1956,retirement_approach
CUST_01537,46.907,0.176,0.0349,0.6614,0.4833,1,0,0.1642,travel_pattern
CUST_01538,24.3949,0.0709,0.1822,0.6034,0.3829,0,0,0.1189,travel_pattern
CUST_01539,12.8449,0.001,0.0395,0.6676,0.4627,0,0,0.1531,digital_shift
CUST_01540,7.2016,0.0495,0.2956,0.2711,0.2781,0,0,0.4886,education_loan
CUST_01541,39.9468,-0.0813,0.2908,0.5865,0.6557,0,0,0.0925,marriage
CUST_01542,52.1169,0.7747,0.1447,0.2216,0.0249,0,1,0.2749,windfall_bonus
CUST_01543,39.5147,-0.0895,0.0586,0.821,0.5371,1,0,0.1217,relocation
CUST_01544,29.1441,0.1362,0.1956,0.5367,0.3729,1,0,0.1471,relocation
CUST_01545,49.6409,-0.1545,0.282,0.8058,0.5985,0,0,0.0914,marriage
CUST_01546,-3.4739,-0.068,0.2039,0.0376,0.0211,0,1,0.0982,retirement_approach
CUST_01547,20.5978,0.0404,0.3589,0.3188,0.1644,0,0,0.2972,vehicle_purchase
CUST_01548,7.3701,0.0468,0.253,0.4509,0.1389,0,0,0.2924,vehicle_purchase
CUST_01549,7.7903,-0.0345,0.5238,0.2301,0.0246,0,0,0.3304,education_loan
CUST_01550,39.1118,0.6184,0.1876,0.0439,0.0256,0,1,0.154,salary_hike
CUST_01551,58.6493,-0.2448,0.2943,0.6117,0.5632,0,0,0.068,marriage
CUST_01552,33.5351,0.3193,0.2149,0.7197,0.5769,1,0,0.1944,relocation
CUST_01553,30.89,0.011,0.3301,0.8106,0.5473,0,0,0.1873,marriage
CUST_01554,25.9841,0.0633,0.137,0.599,0.3773,1,0,0.1018,travel_pattern
CUST_01555,14.8673,-0.2048,0.4153,0.4788,0.1875,0,0,0.3853,medical_event
CUST_01556,-6.1977,-0.1543,0.1428,0.2736,0.0303,0,1,0.1589,retirement_approach
CUST_01557,-1.6585,-0.0388,0.4647,0.2363,0.059,0,0,0.5514,education_loan
CUST_01558,39.1836,0.3203,0.1308,0.2311,0.1827,0,1,0.1385,salary_hike
CUST_01559,55.13,0.5773,0.1801,0.1639,0.1125,0,0,0.1843,windfall_bonus
CUST_01560,32.8868,-0.0293,0.2301,0.6143,0.3964,0,0,0.177,travel_pattern
CUST_01561,36.4056,-0.0009,0.143,0.7293,0.4105,1,0,0.1624,relocation
CUST_01562,-1.1265,0.0011,0.3352,0.0519,0.2134,0,0,0.4135,education_loan
CUST_01563,0.0476,0.0025,0.4847,0.172,0.2286,0,0,0.3525,education_loan
CUST_01564,30.3392,0.4012,0.0913,0.1074,0.042,0,1,0.2843,salary_hike
CUST_01565,0.0948,-0.0519,0.1412,0.2005,0.2864,0,0,0.1274,retirement_approach
CUST_01566,24.5341,-0.0488,0.0883,0.8124,0.3796,1,0,0.1249,relocation
CUST_01567,39.2345,0.0463,0.4299,0.7053,0.381,0,0,0.1528,marriage
CUST_01568,39.17,0.2152,0.1851,0.4022,0.1802,0,0,0.3819,new_child
CUST_01569,26.0953,0.1322,0.3227,0.4802,0.0607,0,0,0.4623,medical_event
CUST_01570,19.945,0.1157,0.0014,0.6526,0.4085,0,0,0.1842,travel_pattern
CUST_01571,20.4759,0.495,0.1536,0.57,0.3242,0,0,0.1602,job_change
CUST_01572,13.4577,-0.1793,0.1379,0.4931,0.5739,0,0,0.0734,digital_shift
CUST_01573,2.3589,0.0791,0.535,0.2879,0.1847,0,0,0.3811,education_loan
CUST_01574,29.8733,0.1244,0.4206,0.6145,0.0029,0,0,0.2775,new_child
CUST_01575,42.9358,-0.0177,0.3996,0.4514,0.0031,0,0,0.4407,new_child
CUST_01576,19.1896,0.4888,0.011,0.5429,0.365,0,0,0.1476,job_change
CUST_01577,68.3804,0.7247,0.0147,0.2583,0.0091,0,1,0.1899,windfall_bonus
CUST_01578,44.7704,0.5772,0.0679,0.1851,0.0686,0,1,0.2599,salary_hike
CUST_01579,28.0009,-0.0514,0.046,0.7045,0.4253,1,0,0.1521,relocation
CUST_01580,5.9589,-0.0048,0.2182,0.2507,0.1959,0,1,0.1269,retirement_approach
CUST_01581,-7.655,-0.0397,0.0858,0.0301,0.0507,0,1,0.1902,retirement_approach
CUST_01582,6.3889,0.0353,0.0212,0.1526,0.2407,0,1,0.0856,retirement_approach
CUST_01583,41.6311,0.1292,0.1957,0.4432,0.1784,0,0,0.3357,new_child
CUST_01584,16.9832,0.5555,0.0663,0.5747,0.5118,0,0,0.1959,job_change
CUST_01585,15.9131,-0.0687,0.0128,0.6839,0.3859,1,0,0.1776,relocation
CUST_01586,27.3675,-0.1196,0.1509,0.4338,0.0382,0,0,0.3392,new_child
CUST_01587,12.3704,-0.1096,0.254,0.5384,0.1642,0,0,0.528,medical_event
CUST_01588,18.4305,-0.2649,0.1097,0.3539,0.5257,0,1,0.0947,digital_shift
CUST_01589,23.4963,-0.0155,0.1965,0.6067,0.4974,0,1,0.1741,digital_shift
CUST_01590,23.815,0.3686,0.185,0.271,0.168,0,1,0.2417,salary_hike
CUST_01591,18.5688,-0.0055,0.1372,0.5846,0.5538,0,0,0.0635,digital_shift
CUST_01592,34.6331,-0.2257,0.2732,0.5151,0.0186,0,0,0.4162,medical_event
CUST_01593,20.0187,0.3014,0.1242,0.0772,0.196,0,0,0.2477,salary_hike
CUST_01594,40.3685,0.0358,0.1622,0.654,0.2329,1,0,0.1363,travel_pattern
CUST_01595,14.4884,0.0392,0.2739,0.5115,0.2199,0,0,0.2134,vehicle_purchase
CUST_01596,48.3303,0.5119,0.0777,0.2952,0.1992,0,0,0.2323,windfall_bonus
CUST_01597,11.4037,-0.1151,0.2889,0.6018,0.0914,0,0,0.3285,vehicle_purchase
CUST_01598,32.8833,0.0928,0.0033,0.7565,0.34,1,0,0.0732,relocation
CUST_01599,23.6441,0.0381,0.0179,0.5504,0.4378,1,0,0.0876,relocation
CUST_01600,27.0264,0.0957,0.2268,0.5813,0.4069,1,0,0.1451,relocation
CUST_01601,30.7428,0.0415,0.3942,0.5653,0.2584,0,0,0.4737,medical_event
CUST_01602,6.0949,-0.1527,0.0131,0.4648,0.3712,0,1,0.1931,digital_shift
CUST_01603,52.1112,0.0437,0.1641,0.4764,0.3098,0,0,0.1593,travel_pattern
CUST_01604,36.5587,0.1434,0.3858,0.7599,0.0482,0,0,0.4446,new_child
CUST_01605,36.993,-0.0322,0.1859,0.5064,0.0241,0,0,0.4473,new_child
CUST_01606,40.1398,0.0623,0.3023,0.5286,0.024,0,0,0.4591,new_child
CUST_01607,-0.8737,-0.0568,0.1282,0.0054,0.2939,0,1,0.105,retirement_approach
CUST_01608,26.5469,0.4062,0.0191,0.4472,0.4008,0,0,0.0709,job_change
CUST_01609,-3.8603,-0.1102,0.1607,0.2317,0.1928,0,1,0.1716,retirement_approach
CUST_01610,2.3754,-0.0405,0.203,0.2906,0.0708,0,1,0.1492,retirement_approach
CUST_01611,3.9848,-0.0378,0.1362,0.276,0.0276,0,0,0.1515,retirement_approach
CUST_01612,26.705,-0.0171,0.3049,0.6733,0.1348,0,0,0.3161,new_child
CUST_01613,-6.4554,-0.0376,0.47,0.1211,0.279,0,0,0.3061,education_loan
CUST_01614,6.117,0.1685,0.2031,0.4934,0.3304,0,0,0.1837,digital_shift
CUST_01615,21.3478,-0.0832,0.304,0.3889,0.2455,0,0,0.4432,new_child
CUST_01616,7.785,0.0357,0.0554,0.1515,0.1082,0,1,0.1138,retirement_approach
CUST_01617,0.0922,-0.1726,0.1495,0.2247,0.2909,0,0,0.1135,retirement_approach
CUST_01618,37.4409,0.3232,0.1465,0.1255,0.0823,0,1,0.138,salary_hike
CUST_01619,24.843,0.5139,0.0593,0.0273,0.1468,0,1,0.2277,salary_hike
CUST_01620,34.227,0.4401,0.173,0.5741,0.561,0,0,0.1742,job_change
CUST_01621,24.6249,-0.1125,0.0706,0.5504,0.4984,1,0,0.1401,relocation
CUST_01622,-2.9224,-0.0663,0.0649,0.0848,0.2388,0,1,0.0391,retirement_approach
CUST_01623,17.9726,-0.0294,0.3441,0.4387,0.2854,0,0,0.2115,vehicle_purchase
CUST_01624,46.4884,-0.0429,0.2181,0.6333,0.2995,0,0,0.4874,medical_event
CUST_01625,13.746,-0.0681,0.3185,0.6179,0.1006,0,0,0.5666,medical_event
CUST_01626,3.53,0.009,0.0418,0.5524,0.498,0,1,0.1284,digital_shift
CUST_01627,20.1972,-0.029,0.0427,0.5965,0.4759,1,0,0.1528,relocation
CUST_01628,-2.2515,0.0451,0.3887,0.0131,0.0102,0,0,0.4798,education_loan
CUST_01629,38.02,0.1022,0.1827,0.7279,0.4652,1,0,0.0548,relocation
CUST_01630,55.5751,-0.0571,0.026,0.6549,0.2214,0,0,0.1432,travel_pattern
CUST_01631,44.7509,-0.1772,0.2565,0.5553,0.4446,0,0,0.1835,marriage
CUST_01632,25.7127,0.2388,0.1612,0.555,0.4453,0,0,0.197,job_change
CUST_01633,43.2234,-0.1392,0.3954,0.5405,0.1383,0,0,0.4662,medical_event
CUST_01634,5.6751,0.0476,0.4326,0.2036,0.0758,0,0,0.2749,education_loan
CUST_01635,24.6132,0.2238,0.1879,0.5705,0.3441,1,0,0.0584,travel_pattern
CUST_01636,44.3033,-0.0906,0.0081,0.5345,0.177,1,0,0.063,travel_pattern
CUST_01637,31.5764,0.3041,0.1324,0.2957,0.1823,0,1,0.1076,salary_hike
CUST_01638,34.7089,0.5759,0.1324,0.1438,0.2886,0,0,0.2946,salary_hike
CUST_01639,15.8823,-0.0163,0.1296,0.6074,0.3217,1,0,0.128,relocation
CUST_01640,22.8451,0.3991,0.0665,0.4654,0.436,0,0,0.1575,job_change
CUST_01641,29.5933,-0.0228,0.3165,0.6227,0.1189,0,0,0.2681,new_child
CUST_01642,32.3952,0.1336,0.3934,0.3594,0.2885,0,0,0.3498,vehicle_purchase
CUST_01643,45.0986,-0.0179,0.311,0.5178,0.2764,0,0,0.3025,new_child
CUST_01644,26.7086,0.0871,0.337,0.3045,0.1604,0,0,0.3867,vehicle_purchase
CUST_01645,12.9676,0.0988,0.3824,0.5073,0.1027,0,0,0.2935,vehicle_purchase
CUST_01646,35.3481,0.3117,0.1807,0.5815,0.5113,0,0,0.062,job_change
CUST_01647,-3.624,-0.1261,0.178,0.1094,0.0581,0,0,0.046,retirement_approach
CUST_01648,-6.306,0.0809,0.0104,0.2451,0.0397,0,1,0.1097,retirement_approach
CUST_01649,10.3367,-0.1248,0.1188,0.412,0.4132,0,0,0.1614,digital_shift
CUST_01650,19.396,0.025,0.2058,0.4025,0.2883,0,0,0.4124,medical_event
CUST_01651,8.8191,0.0119,0.2183,0.4686,0.465,0,0,0.1766,digital_shift
CUST_01652,17.6465,-0.0141,0.3669,0.6336,0.2412,0,0,0.6264,medical_event
CUST_01653,4.7216,0.0393,0.4607,0.2864,0.2999,0,0,0.386,vehicle_purchase
CUST_01654,0.522,0.1358,0.4824,0.1136,0.2177,0,0,0.5203,education_loan
CUST_01655,4.9374,-0.0309,0.4299,0.1888,0.27,0,0,0.4265,education_loan
CUST_01656,18.7088,-0.0583,0.4257,0.5729,0.1462,0,0,0.5161,medical_event
CUST_01657,11.3829,-0.2361,0.3846,0.5745,0.1245,0,0,0.3721,vehicle_purchase
CUST_01658,37.8033,-0.0456,0.2102,0.7813,0.3956,1,0,0.1679,relocation
CUST_01659,22.0439,-0.0212,0.3898,0.4944,0.0786,0,0,0.2354,vehicle_purchase
CUST_01660,38.6981,0.1778,0.1841,0.5982,0.3338,0,0,0.1664,marriage
CUST_01661,32.667,0.1312,0.2143,0.7374,0.236,0,0,0.1024,travel_pattern
CUST_01662,21.5916,-0.0839,0.3531,0.4484,0.2544,0,0,0.3265,vehicle_purchase
CUST_01663,31.4207,0.4668,0.1314,0.2911,0.1216,0,0,0.1227,salary_hike
CUST_01664,26.6633,-0.1132,0.2911,0.3998,0.188,0,0,0.4666,new_child
CUST_01665,43.7375,-0.0245,0.3503,0.6594,0.4894,0,0,0.1929,marriage
CUST_01666,32.605,0.227,0.2297,0.4036,0.4112,0,0,0.0701,job_change
CUST_01667,26.113,0.4984,0.1082,0.473,0.4399,0,0,0.0814,job_change
CUST_01668,45.4978,0.7956,0.13,0.0438,0.1607,0,1,0.1657,windfall_bonus
CUST_01669,10.6111,0.0782,0.435,0.4367,0.241,0,0,0.4581,vehicle_purchase
CUST_01670,23.5039,-0.0657,0.2917,0.578,0.0939,0,0,0.3632,medical_event
CUST_01671,58.9956,-0.0694,0.2525,0.6967,0.6498,0,0,0.1367,marriage
CUST_01672,58.4682,0.4812,0.0178,0.0404,0.0521,0,1,0.1129,windfall_bonus
CUST_01673,4.9768,-0.1027,0.3863,0.1603,0.0271,0,0,0.5246,education_loan
CUST_01674,3.8386,-0.0765,0.4618,0.1265,0.2952,0,0,0.4571,education_loan
CUST_01675,54.1454,0.7897,0.1058,0.2515,0.2642,0,1,0.2623,windfall_bonus
CUST_01676,49.5304,-0.0797,0.1893,0.6176,0.4493,1,0,0.0579,travel_pattern
CUST_01677,21.985,-0.0136,0.2653,0.5736,0.2479,0,0,0.3911,new_child
CUST_01678,5.6174,0.0129,0.2738,0.1752,0.1989,0,0,0.2947,education_loan
CUST_01679,12.4376,-0.0826,0.2194,0.7066,0.2268,0,0,0.3713,new_child
CUST_01680,5.9863,-0.0045,0.1891,0.071,0.2342,0,0,0.0609,retirement_approach
CUST_01681,4.576,-0.0443,0.3767,0.2044,0.2227,0,0,0.5495,education_loan
CUST_01682,38.9336,-0.011,0.1862,0.5122,0.2242,0,0,0.4226,medical_event
CUST_01683,-4.7603,0.0065,0.5798,0.0825,0.2581,0,0,0.3759,education_loan
CUST_01684,23.3946,-0.0597,0.2235,0.7346,0.2053,1,0,0.1767,travel_pattern
CUST_01685,19.7912,0.4119,0.0537,0.0717,0.2505,0,0,0.3111,salary_hike
CUST_01686,14.1774,-0.0684,0.1543,0.5772,0.5889,0,1,0.1127,digital_shift
CUST_01687,33.0476,0.0625,0.2649,0.5687,0.22,0,0,0.2652,new_child
CUST_01688,44.8529,-0.0929,0.2401,0.4584,0.6249,0,0,0.0814,marriage
CUST_01689,21.2145,-0.0436,0.2232,0.7562,0.3646,1,0,0.16,relocation
CUST_01690,25.7703,0.2467,0.2429,0.5946,0.1475,0,0,0.4919,new_child
CUST_01691,23.0489,0.2224,0.1943,0.6173,0.4979,1,0,0.1749,relocation
CUST_01692,27.292,0.3945,0.0353,0.4705,0.6078,0,0,0.1404,job_change
CUST_01693,30.2442,-0.0963,0.1118,0.6332,0.552,1,0,0.0756,relocation
CUST_01694,25.8391,-0.0458,0.3407,0.7055,0.6127,0,0,0.0904,marriage
CUST_01695,18.9977,0.0322,0.4728,0.3917,0.2795,0,0,0.286,vehicle_purchase
CUST_01696,50.1269,0.6373,0.0689,0.1325,0.1356,0,1,0.1044,windfall_bonus
CUST_01697,25.0283,0.0857,0.4411,0.8704,0.6234,0,0,0.0972,marriage
CUST_01698,1.2213,-0.096,0.1467,0.1277,0.2501,0,0,0.195,retirement_approach
CUST_01699,48.0732,0.564,0.1072,0.1938,0.0059,0,1,0.2126,windfall_bonus
CUST_01700,23.738,-0.1246,0.0783,0.6263,0.4499,1,0,0.1156,relocation
CUST_01701,3.281,0.0282,0.388,0.0293,0.2183,0,0,0.4547,education_loan
CUST_01702,-8.9407,0.0579,0.1382,0.0301,0.1115,0,1,0.0929,retirement_approach
CUST_01703,5.3687,0.0362,0.184,0.0571,0.2859,0,1,0.1097,retirement_approach
CUST_01704,-2.9076,0.0532,0.2427,0.2939,0.2896,0,1,0.0577,retirement_approach
CUST_01705,60.548,0.7096,0.0174,0.1377,0.2405,0,0,0.1091,windfall_bonus
CUST_01706,47.8136,0.683,0.0962,0.1843,0.2535,0,0,0.1683,windfall_bonus
CUST_01707,16.4162,0.0146,0.1895,0.4393,0.4364,0,0,0.1767,digital_shift
CUST_01708,31.82,0.287,0.2115,0.0139,0.2153,0,0,0.2535,salary_hike
CUST_01709,15.1013,-0.0544,0.1781,0.4178,0.1039,0,0,0.3018,new_child
CUST_01710,25.8374,-0.0653,0.1021,0.4252,0.5381,0,0,0.0673,digital_shift
CUST_01711,16.8109,0.613,0.1412,0.24,0.0405,0,0,0.2782,salary_hike
CUST_01712,-6.9054,0.0422,0.1662,0.1658,0.0906,0,0,0.1456,retirement_approach
CUST_01713,33.2607,0.5704,0.0349,0.0752,0.2524,0,0,0.2168,salary_hike
CUST_01714,39.2567,0.3328,0.2152,0.5487,0.4012,0,0,0.0694,job_change
CUST_01715,-5.0216,-0.0125,0.2936,0.0418,0.1179,0,0,0.391,education_loan
CUST_01716,42.0644,0.1694,0.2349,0.5579,0.3108,1,0,0.1369,travel_pattern
CUST_01717,31.7976,0.241,0.4264,0.4332,0.1912,0,0,0.4307,vehicle_purchase
CUST_01718,37.2839,0.4699,0.2303,0.4448,0.499,0,0,0.1649,job_change
CUST_01719,30.406,-0.0029,0.3573,0.5652,0.0784,0,0,0.3945,medical_event
CUST_01720,5.9635,0.0051,0.0089,0.0778,0.0528,0,1,0.1448,retirement_approach
CUST_01721,51.6352,0.0929,0.3635,0.7341,0.541,0,0,0.172,marriage
CUST_01722,21.637,0.4648,0.0045,0.5147,0.4614,0,0,0.1757,job_change
CUST_01723,13.233,-0.1569,0.2101,0.4811,0.0075,0,0,0.2989,vehicle_purchase
CUST_01724,13.1326,0.0568,0.0585,0.6576,0.4506,0,0,0.1884,digital_shift
